FIELD_NAME,DESCRIPTION,DATA_TYPE,FIELD_SIZE,MASKED_FIELD,AGE_FIELD,SERVICE_FIELD,COMPENSATION_FIELD,CASH_BALANCE_FIELD,SS_PIA_FIELD,DISABILITY_FIELD,RESIDUAL_FIELD,MIL_FIELD,BENEFIT_FIELD,SUPPLEMENT_FIELD,FSSB_FIELD,OFFSET_FIELD,QPSA_FIELD,QDRO_FIELD,LUMP_SUM_DEATH_BENEFIT_FIELD,FORM_FIELD,LUMP_SUM_FIELD,ASSET_ALLOCATION_FIELD,LOAD_FIELD,LIABILITY_FIELD,GUARANTEED_BENEFIT_FIELD,PC1_FIELD,PC2_FIELD,PC3_FIELD,PC4_FIELD,PC5_FIELD,PC6_FIELD,EXCESS_ASSET_FIELD,DOPT_FIELD,XRD_FIELD,BPD_FIELD,NRD_FIELD,EURD_FIELD,ERD_FIELD,DOR_FIELD,RBD_FIELD,RETRO_FIELD,GENESIS_DATA,DATA_VALIDATION_FIELD,VALUATION_LOAD_FIELD,IPVFB_FIELD,CCS_FIELD,BSRS/BET_FIELD,BULK_RECALC_FIELD,OFA_FIELD,PLAN_ADMNISTRATOR_FIELD,SYSTEM_GENERATED_FIELD,BCV_LEO_FIELD,INPUT_FIELD,CALCULATED_FIELD,USER_DEFINED_FIELD,ATPBGC ADDIN FUNCTION
XRD_MB_4022C_RESIDUAL,"Residual 4022(c) Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XRD_MB_TERM_RESIDUAL,"Residual Termination Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TERM_MB_POPUP_RESIDUAL,"Residual Termination Monthly Benefit at XRD Payable if Beneficiary Dies Before Participant (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc. and the form is J&S Popup)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XRD_SURV_MB_TERM_RESIDUAL,"Residual Termination Survivor Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XRD_MB_QPSA_TERM_RESIDUAL,"Residual Termination QPSA Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TERM_MB_NSF_RESIDUAL,"Residual Termination Monthly Benefit in the Normal Single Form of Annuity for PBGC Optional Forms of Annuity Output (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PBGC_OPT_SLA_RESIDUAL,"Residual PBGC Optional Straight Life Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PBGC_OPT_5CC_RESIDUAL,"Residual PBGC Optional 5-Year Certain and Continuous Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PBGC_OPT_10CC_RESIDUAL,"Residual PBGC Optional 10-Year Certain and Continuous Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PBGC_OPT_15CC_RESIDUAL,"Residual PBGC Optional 15-Year Certain and Continuous Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PBGC_OPT_JS50_RESIDUAL,"Residual PBGC Optional Joint and 50% Survivor Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PBGC_OPT_JS75_RESIDUAL,"Residual PBGC Optional Joint and 75% Survivor Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PBGC_OPT_JS100_RESIDUAL,"Residual PBGC Optional Joint and 100% Survivor Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PBGC_OPT_JSPOPUP_RESIDUAL,"Residual PBGC Optional Joint and 50% Survivor Popup Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
LS_TERM_RESIDUAL,"Residual Lump Sum Value at DOPT (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.) - calculated with lump sum assumptions - excludes QPSA and interest after DOPT",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LS_QPSA_RESIDUAL,"Residual Lump Sum Value of QPSA Benefit at DOPT (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,DOUBLE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LS_EST_AMT,Estimated Lump Sum Paid After DOPT - this field is for de minimis lump sum payments,NUMBER,DOUBLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LS_EST_DATE,Date on which estimated lump sum was paid after DOPT,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PARTIAL_DIST_AMT,Amount of Partial Distribution After DOPT (e.g. participant paid cash balance benefit but still has deferred traditional DB benefit).,NUMBER,DOUBLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PARTIAL_DIST_DATE,Date on which Partial Distribution was made after DOPT,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FORM_CODE_PTP_QPSA,"Form code (same codes as FORM_CODE but usually a '9' or '0') for the form of annuity upon which the QPSA benefit is based.  In most cases this value will match the value in FORM_CODE_NMF, i.e. the form code for the QJSA annuity.",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
SPC_PTP_QPSA,"Survivor percentage (usually between 0.5 and 1.0) for the form of annuity upon which the QPSA benefit is based.  In most cases this value will match the value in SPCNMF, i.e. the survivor percentage for the QJSA annuity.",NUMBER,DOUBLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
MTHS_PTP_QPSA,"Months certain (usually between 0 and 120) for the form of annuity upon which the QPSA benefit is based.  In most cases this value will match the value in MTHSNMF, i.e. the months cerain for the QJSA annuity.",NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
MANDCWI_XRD,Balance of Mandatory Contributions with Interest at XRD,CURRENCY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
MANDCWI_NRD,Balance of Mandatory Contributions with Interest at NRD,CURRENCY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MANDCWI_ERD,Balance of Mandatory Contributions with Interest at ERD,CURRENCY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MANDCWI_EURD,Balance of Mandatory Contributions with Interest at EURD,CURRENCY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MANDCWI_DOR,Balance of Mandatory Contributions with Interest at DOR,CURRENCY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
PC2_LEVEL_QPSA_MB,PC2 QPSA Monthly Benefit at XRD - only needs to be populated for deferred records that are being valued as married.,CURRENCY,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EEC_RET_DATE,Employee Contributions Return Date,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUSTOMER_DELETE_FLAG,Deleted record indicator (Y = deleted record).  Note records can only be added or deleted via BCV_Leo.  The system populates this fields when a record is deleted in BCV_Leo.,TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DATABASE_ID,"Unique system generated BCV database ID (in general each case has one database ID but to support the migration effort, the system does allow for more than one database ID for a case)",NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BS_IND1,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND1,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND2,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND2,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND3,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND3,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND4,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND4,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND5,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND5,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND6,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND6,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND7,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND7,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND8,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND8,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND9,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND9,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND10,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND10,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BD_ERD_SUPP1,Start Date of the 1st ERD Supplement,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ED_ERD_SUPP1,End Date (last day benefit payable) of the 1st ERD Supplement (Life=12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BD_ERD_SUPP2,Start Date of the 2nd ERD Supplement,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ED_ERD_SUPP2,End Date (last day benefit payable) of the 2nd ERD Supplement (Life=12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BD_ERD_SUPP3,Start Date of the 3rd ERD Supplement,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ED_ERD_SUPP3,End Date (last day benefit payable) of the 3rd ERD Supplement (Life=12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BD_ERD_MED,Start Date of the ERD Medicare Benefit,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ED_ERD_MED,End Date (last day benefit payable) of the ERD Medicare Benefit (Life=12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BD_XRD_SUPP1,Start Date of the 1st XRD Supplement,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
ED_XRD_SUPP1,End Date (last day benefit payable) of the 1st XRD Supplement (Life=12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
BD_XRD_SUPP2,Start Date of the 2nd XRD Supplement,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
ED_XRD_SUPP2,End Date (last day benefit payable) of the 2nd XRD Supplement (Life=12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
BD_XRD_SUPP3,Start Date of the 3rd XRD Supplement,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
